species,longitude,latitude,source
Callitris columellaris,151.188349,-33.885446,University of Sydney
Callitris columellaris,151.188192,-33.885458,University of Sydney
Callitris columellaris,151.189096,-33.888809,University of Sydney
Callitris columellaris,151.186774,-33.888068,University of Sydney
Callitris columellaris,151.186375,-33.888142,University of Sydney
Callitris columellaris,151.186287,-33.888147,University of Sydney
Callitris columellaris,151.04976,-33.883002,University of Sydney
Callitris columellaris,151.049734,-33.883018,University of Sydney
Callitris columellaris,151.048225,-33.883494,University of Sydney
Pteridium esculentum,151.189167,-33.884972,University of Sydney
Ficus microcarpa var hillii,150.655345,-34.034601,University of Sydney
Ficus microcarpa var hillii,150.655463,-34.03462,University of Sydney
Ficus microcarpa var hillii,150.655636,-34.035157,University of Sydney
Ficus microcarpa var hillii,150.656013,-34.034884,University of Sydney
Ficus microcarpa var hillii,150.656586,-34.034753,University of Sydney
Ficus microcarpa var hillii,150.656803,-34.03465,University of Sydney
Ficus microcarpa var hillii,151.163515,-33.864412,University of Sydney
Ficus microcarpa var hillii,151.162483,-33.863915,University of Sydney
Ficus microcarpa var hillii,150.655463,-34.03462,University of Sydney
Ficus microcarpa var hillii,150.655636,-34.035157,University of Sydney
Ficus microcarpa var hillii,150.656013,-34.034884,University of Sydney
Ficus microcarpa var hillii,150.656586,-34.034753,University of Sydney
Ficus microcarpa var hillii,150.656803,-34.03465,University of Sydney
Ficus microcarpa var hillii,150.656201,-34.035515,University of Sydney
Ficus microcarpa var hillii,150.655345,-34.034601,University of Sydney
Ficus microcarpa var hillii,151.048815,-33.882223,University of Sydney
Ficus microcarpa var hillii,151.0489,-33.88223,University of Sydney
Ficus microcarpa var hillii,151.048979,-33.882208,University of Sydney
Ficus microcarpa var hillii,151.049031,-33.882173,University of Sydney
Ficus microcarpa var hillii,151.049045,-33.882121,University of Sydney
Ficus microcarpa var hillii,151.184794,-33.889813,University of Sydney
Ficus microcarpa var hillii,151.185698,-33.888736,University of Sydney
Ficus microcarpa var hillii,151.185572,-33.888789,University of Sydney
Ficus microcarpa var hillii,151.185552,-33.888911,University of Sydney
Ficus microcarpa var hillii,151.185535,-33.888683,University of Sydney
Ficus microcarpa var hillii,151.189519,-33.889734,University of Sydney
Ficus microcarpa var hillii,151.185598,-33.888638,University of Sydney
Ficus macrophylla,151.190292,-33.884926,University of Sydney
Ficus macrophylla,151.190516,-33.884924,University of Sydney
Ficus macrophylla,151.190744,-33.884913,University of Sydney
Ficus macrophylla,151.189951,-33.884944,University of Sydney
Ficus macrophylla,151.18971,-33.884997,University of Sydney
Ficus macrophylla,151.189628,-33.884912,University of Sydney
Ficus macrophylla,151.189502,-33.884916,University of Sydney
Ficus macrophylla,151.189442,-33.884907,University of Sydney
Ficus macrophylla,151.189373,-33.884906,University of Sydney
Ficus macrophylla,151.18929,-33.884905,University of Sydney
Ficus macrophylla,151.1892,-33.884903,University of Sydney
Ficus macrophylla,151.189129,-33.884901,University of Sydney
Ficus macrophylla,151.188056,-33.884903,University of Sydney
Ficus macrophylla,151.187748,-33.884903,University of Sydney
Ficus macrophylla,151.190006,-33.886682,University of Sydney
Ficus macrophylla,151.190368,-33.889017,University of Sydney
Ficus macrophylla,151.190178,-33.889183,University of Sydney
Ficus macrophylla,151.190131,-33.889276,University of Sydney
Ficus macrophylla,151.188116,-33.888329,University of Sydney
Ficus macrophylla,151.190966,-33.888725,University of Sydney
Ficus macrophylla,151.19085,-33.888779,University of Sydney
Ficus macrophylla,151.190722,-33.888836,University of Sydney
Ficus macrophylla,151.190597,-33.888886,University of Sydney
Ficus macrophylla,151.191292,-33.888555,University of Sydney
Ficus macrophylla,151.191204,-33.888362,University of Sydney
Ficus macrophylla,151.181852,-33.885974,University of Sydney
Ficus macrophylla,151.181862,-33.885935,University of Sydney
Ficus macrophylla,151.181762,-33.885977,University of Sydney
Ficus macrophylla,151.181762,-33.88596,University of Sydney
Ficus macrophylla,151.181748,-33.88592,University of Sydney
Ficus macrophylla,151.181581,-33.885922,University of Sydney
Ficus macrophylla,151.189789,-33.889615,University of Sydney
Ficus macrophylla,151.188928,-33.891324,University of Sydney
Ficus macrophylla,151.189864,-33.890128,University of Sydney
Ficus macrophylla,151.190022,-33.889953,University of Sydney
Ficus macrophylla,151.190189,-33.889919,University of Sydney
Ficus macrophylla,151.190304,-33.89002,University of Sydney
Ficus macrophylla,151.190745,-33.890605,University of Sydney
Ficus macrophylla,151.19037,-33.889557,University of Sydney
Ficus macrophylla,151.192794,-33.889308,University of Sydney
Ficus macrophylla,151.19202,-33.88856,University of Sydney
Ficus macrophylla,151.189677,-33.891272,University of Sydney
Ficus macrophylla,151.16377,-33.864637,University of Sydney
Ficus macrophylla,151.163701,-33.864464,University of Sydney
Ficus macrophylla,151.162865,-33.864052,University of Sydney
Ficus macrophylla,151.050177,-33.881703,University of Sydney
Ficus macrophylla,147.60244,-33.783137,University of Sydney
Ficus macrophylla,151.18198,-33.886042,University of Sydney
Ficus obliqua,151.190267,-33.885912,University of Sydney
Ficus obliqua,151.190342,-33.885902,University of Sydney
Ficus obliqua,151.190415,-33.885982,University of Sydney
Ficus obliqua,151.190467,-33.885896,University of Sydney
Ficus obliqua,151.19066,-33.885875,University of Sydney
Ficus obliqua,151.190759,-33.88587,University of Sydney
Ficus obliqua,151.19095,-33.885543,University of Sydney
Ficus obliqua,151.190796,-33.885556,University of Sydney
Ficus obliqua,151.190727,-33.885559,University of Sydney
Ficus obliqua,151.19039,-33.8856,University of Sydney
Ficus obliqua,151.191239,-33.884979,University of Sydney
Ficus obliqua,151.189532,-33.88501,University of Sydney
Ficus obliqua,151.189598,-33.886738,University of Sydney
Ficus obliqua,151.186252,-33.88801,University of Sydney
Ficus obliqua,151.185799,-33.888609,University of Sydney
Ficus obliqua,151.186021,-33.888407,University of Sydney
Ficus obliqua,151.186114,-33.888312,University of Sydney
Ficus obliqua,151.186122,-33.888213,University of Sydney
Ficus obliqua,151.190002,-33.885095,University of Sydney
Ficus obliqua,151.189938,-33.88501,University of Sydney
Ficus obliqua,151.189861,-33.88494,University of Sydney
Ficus obliqua,151.189165,-33.886544,University of Sydney
Ficus obliqua,151.189747,-33.886748,University of Sydney
Ficus obliqua,151.186083,-33.887799,University of Sydney
Ficus obliqua,151.189394,-33.886549,University of Sydney
Ficus obliqua,151.185893,-33.885075,University of Sydney
Ficus obliqua,151.189995,-33.890077,University of Sydney
Ficus obliqua,151.190111,-33.889823,University of Sydney
Ficus obliqua,147.602581,-33.7809,University of Sydney
Ficus obliqua,147.602586,-33.780828,University of Sydney
Ficus obliqua,147.602585,-33.780832,University of Sydney
Ficus obliqua,151.184338,-33.887204,University of Sydney
Ficus rubiginosa,151.190568,-33.885882,University of Sydney
Ficus rubiginosa,151.191184,-33.885505,University of Sydney
Ficus rubiginosa,151.191112,-33.885522,University of Sydney
Ficus rubiginosa,151.190872,-33.88554,University of Sydney
Ficus rubiginosa,151.190638,-33.885566,University of Sydney
Ficus rubiginosa,151.190546,-33.885579,University of Sydney
Ficus rubiginosa,151.190468,-33.885594,University of Sydney
Ficus rubiginosa,151.190309,-33.885613,University of Sydney
Ficus rubiginosa,151.190204,-33.885622,University of Sydney
Ficus rubiginosa,151.190111,-33.885634,University of Sydney
Ficus rubiginosa,151.190198,-33.884912,University of Sydney
Ficus rubiginosa,151.19032,-33.885058,University of Sydney
Ficus rubiginosa,151.1907,-33.885019,University of Sydney
Ficus rubiginosa,151.190835,-33.885076,University of Sydney
Ficus rubiginosa,151.189789,-33.884995,University of Sydney
Ficus rubiginosa,151.189336,-33.885005,University of Sydney
Ficus rubiginosa,151.189035,-33.884905,University of Sydney
Ficus rubiginosa,151.187693,-33.884878,University of Sydney
Ficus rubiginosa,151.188461,-33.887115,University of Sydney
Ficus rubiginosa,151.19103,-33.885542,University of Sydney
Ficus rubiginosa,151.186491,-33.888001,University of Sydney
Ficus rubiginosa,151.186041,-33.887446,University of Sydney
Ficus rubiginosa,151.190216,-33.884901,University of Sydney
Ficus rubiginosa,151.190239,-33.884912,University of Sydney
Ficus rubiginosa,151.190269,-33.884917,University of Sydney
Ficus rubiginosa,151.190461,-33.884942,University of Sydney
Ficus rubiginosa,151.183363,-33.886756,University of Sydney
Ficus rubiginosa,151.183385,-33.886916,University of Sydney
Ficus rubiginosa,151.185527,-33.885112,University of Sydney
Ficus rubiginosa,151.185617,-33.885109,University of Sydney
Ficus rubiginosa,151.18571,-33.885097,University of Sydney
Ficus rubiginosa,151.185784,-33.88509,University of Sydney
Ficus rubiginosa,151.190253,-33.889967,University of Sydney
Ficus rubiginosa,151.191891,-33.890748,University of Sydney
Ficus rubiginosa,151.192065,-33.890678,University of Sydney
Ficus rubiginosa,151.192163,-33.890631,University of Sydney
Ficus rubiginosa,151.192504,-33.890381,University of Sydney
Ficus rubiginosa,151.162108,-33.864538,University of Sydney
Ficus rubiginosa,151.16367,-33.864637,University of Sydney
Ficus rubiginosa,151.163583,-33.864506,University of Sydney
Ficus rubiginosa,151.162686,-33.864106,University of Sydney
Ficus rubiginosa,151.162765,-33.863927,University of Sydney
Ficus rubiginosa,151.162404,-33.863862,University of Sydney
Ficus rubiginosa,151.162351,-33.86395,University of Sydney
Ficus rubiginosa,151.161562,-33.866927,University of Sydney
Ficus rubiginosa,151.161558,-33.866955,University of Sydney
Ficus rubiginosa,151.191268,-33.885192,University of Sydney
Ficus coronata,151.188707,-33.884932,University of Sydney
Ficus coronata,151.18237,-33.8863,University of Sydney
Lagerstroemia indica,151.188312,-33.886138,University of Sydney
Lagerstroemia indica,151.189101,-33.886582,University of Sydney
Lagerstroemia indica,151.186234,-33.885698,University of Sydney
Lagerstroemia indica,151.188261,-33.886142,University of Sydney
Lagerstroemia indica,151.188213,-33.886144,University of Sydney
Lagerstroemia indica,151.188164,-33.886148,University of Sydney
Lagerstroemia indica,151.188096,-33.88616,University of Sydney
Lagerstroemia indica,151.189014,-33.886596,University of Sydney
Lagerstroemia indica,151.188983,-33.886609,University of Sydney
Lagerstroemia indica,151.188953,-33.886592,University of Sydney
Lagerstroemia indica,151.188764,-33.886709,University of Sydney
Lagerstroemia indica,151.187046,-33.885212,University of Sydney
Lagerstroemia indica,151.185932,-33.88581,University of Sydney
Lagerstroemia indica,151.187936,-33.888201,University of Sydney
Lagerstroemia indica,151.187408,-33.888254,University of Sydney
Lagerstroemia indica,151.187029,-33.888303,University of Sydney
Lagerstroemia indica,151.182307,-33.886101,University of Sydney
Lagerstroemia indica,151.184145,-33.886284,University of Sydney
Lagerstroemia indica,151.190955,-33.89095,University of Sydney
Lagerstroemia indica,151.192777,-33.890154,University of Sydney
Lagerstroemia indica,151.188519,-33.891444,University of Sydney
Lagerstroemia indica,151.188483,-33.891483,University of Sydney
Lagerstroemia indica,151.191357,-33.890839,University of Sydney
Lagerstroemia indica,147.592591,-33.939071,University of Sydney
Lagerstroemia indica,147.592589,-33.939107,University of Sydney
Lagerstroemia indica,147.592584,-33.93918,University of Sydney
Lagerstroemia indica,147.592574,-33.939341,University of Sydney
Lagerstroemia indica,147.592572,-33.939363,University of Sydney
Lagerstroemia indica,147.592549,-33.939723,University of Sydney
Lagerstroemia indica,147.592561,-33.939537,University of Sydney
Lagerstroemia indica,147.592552,-33.939678,University of Sydney
Lagerstroemia indica,147.592549,-33.939723,University of Sydney
Lagerstroemia indica,147.592547,-33.939759,University of Sydney
Lagerstroemia indica,147.592547,-33.939761,University of Sydney
Lagerstroemia indica,147.592544,-33.939805,University of Sydney
Lagerstroemia indica,147.592544,-33.939806,University of Sydney
Lagerstroemia indica,147.59257,-33.939407,University of Sydney
Lagerstroemia indica,150.656277,-34.035759,University of Sydney
Lagerstroemia indica,151.185932,-33.885857,University of Sydney
Asplenium australasicum,151.189,-33.884972,University of Sydney
Melaleuca linariifolia,151.188783,-33.888121,University of Sydney
Melaleuca linariifolia,150.656361,-34.034597,University of Sydney
Melaleuca linariifolia,151.048045,-33.882383,University of Sydney
Melaleuca linariifolia,151.048565,-33.880335,University of Sydney
Melaleuca linariifolia,151.047765,-33.881865,University of Sydney
Eucalyptus grandis,151.182859,-33.886452,University of Sydney
Eucalyptus grandis,151.194457,-33.890022,University of Sydney
Eucalyptus grandis,151.050618,-33.882486,University of Sydney
Eucalyptus grandis,151.050634,-33.882516,University of Sydney
Eucalyptus grandis,151.050646,-33.882571,University of Sydney
Eucalyptus grandis,151.050734,-33.882851,University of Sydney
Eucalyptus grandis,151.050767,-33.882833,University of Sydney
Eucalyptus grandis,151.050782,-33.882791,University of Sydney
Syncarpia glomulifera,151.184448,-33.887341,University of Sydney
Syncarpia glomulifera,151.184681,-33.887255,University of Sydney
Syncarpia glomulifera,151.184835,-33.887221,University of Sydney
Syncarpia glomulifera,151.1849,-33.887244,University of Sydney
Syncarpia glomulifera,151.185873,-33.887655,University of Sydney
Syncarpia glomulifera,151.185913,-33.887796,University of Sydney
Syncarpia glomulifera,151.29903,-33.549217,University of Sydney
Syncarpia glomulifera,151.299023,-33.549209,University of Sydney
Syncarpia glomulifera,151.298487,-33.548957,University of Sydney
Syzygium smithii,151.188644,-33.887459,University of Sydney
Syzygium smithii,151.194577,-33.888333,University of Sydney
Syzygium smithii,151.194551,-33.888373,University of Sydney
Syzygium smithii,151.19452,-33.888403,University of Sydney
